station,line,towards,countdown,time
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[8, 16, 27, 38, 48, 58, 68]",1638526935.7291274
Längenfeldgasse,U4,HEILIGENSTADT,"[2, 8, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638526935.7291274
Längenfeldgasse,U4,HÜTTELDORF,"[0, 4, 6, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638526935.7291274
Längenfeldgasse,U6,FLORIDSDORF,"[10, 13, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66]",1638526935.7291274
Längenfeldgasse,U6,SIEBENHIRTEN,"[1, 6, 7, 11, 15, 19, 23, 27, 31, 35, 39, 43, 47, 51, 55, 59, 63, 67]",1638526935.7291274
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[2, 11, 18, 25, 32, 40, 47, 54, 62]",1638526935.7291274
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[4, 10, 17, 24, 32, 39, 47, 54, 62]",1638526935.7291274
Längenfeldgasse U,12A,Eichenstraße,"[7, 17, 26, 36, 46, 56, 66]",1638526946.1439772
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[4, 11, 23, 33, 43, 53, 63]",1638526946.1439772
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[7, 13, 22, 30, 37, 45, 52, 60, 67]",1638526946.1439772
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[6, 13, 20, 28, 35, 43, 50, 58, 65]",1638526946.1439772
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[4, 15, 25, 35, 45, 55, 65]",1638526946.1439772
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[8, 16, 27, 38, 48, 58, 68]",1638526946.1439772
Längenfeldgasse,U4,HEILIGENSTADT,"[2, 8, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638526946.1439772
Längenfeldgasse,U4,HÜTTELDORF,"[3, 8, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638526946.1439772
Längenfeldgasse,U6,FLORIDSDORF,"[10, 13, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66]",1638526946.1439772
Längenfeldgasse,U6,SIEBENHIRTEN,"[1, 6, 7, 11, 15, 19, 23, 27, 31, 35, 39, 43, 47, 51, 55, 59, 63, 67]",1638526946.1439772
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[2, 11, 18, 25, 32, 40, 47, 54, 62, 69]",1638526946.1439772
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[3, 9, 17, 24, 32, 39, 47, 54, 62]",1638526946.1439772
Längenfeldgasse U,12A,Eichenstraße,"[7, 16, 26, 36, 46, 56, 66]",1638526956.5181258
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[4, 11, 22, 32, 42, 52, 62]",1638526956.5181258
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[7, 12, 22, 29, 37, 44, 52, 59, 67]",1638526956.5181258
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[6, 13, 20, 27, 35, 42, 49, 57, 65]",1638526956.5181258
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[4, 14, 24, 34, 44, 54, 64]",1638526956.5181258
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[8, 15, 27, 37, 47, 57, 67]",1638526956.5181258
Längenfeldgasse,U4,HEILIGENSTADT,"[2, 8, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638526956.5181258
Längenfeldgasse,U4,HÜTTELDORF,"[3, 8, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638526956.5181258
Längenfeldgasse,U6,FLORIDSDORF,"[9, 13, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66]",1638526956.5181258
Längenfeldgasse,U6,SIEBENHIRTEN,"[1, 6, 7, 11, 15, 19, 23, 27, 31, 35, 39, 43, 47, 51, 55, 59, 63, 67]",1638526956.5181258
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[1, 11, 18, 25, 32, 40, 47, 54, 62, 69]",1638526956.5181258
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[3, 9, 17, 24, 32, 39, 47, 54, 62]",1638526956.5181258
Längenfeldgasse U,12A,Eichenstraße,"[7, 16, 26, 36, 46, 56, 66]",1638526966.8665876
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[4, 10, 22, 32, 42, 52, 62]",1638526966.8665876
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[6, 12, 22, 29, 37, 44, 52, 59, 67]",1638526966.8665876
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[5, 12, 19, 27, 35, 42, 49, 57, 65]",1638526966.8665876
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[4, 14, 24, 34, 44, 54, 64]",1638526966.8665876
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[8, 15, 26, 37, 47, 57, 67]",1638526966.8665876
Längenfeldgasse,U4,HEILIGENSTADT,"[2, 8, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638526966.8665876
Längenfeldgasse,U4,HÜTTELDORF,"[3, 8, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638526966.8665876
Längenfeldgasse,U6,FLORIDSDORF,"[9, 13, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66]",1638526966.8665876
Längenfeldgasse,U6,SIEBENHIRTEN,"[0, 5, 7, 11, 15, 19, 23, 27, 31, 35, 39, 43, 47, 51, 55, 59, 63, 67]",1638526966.8665876
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[1, 10, 17, 25, 32, 40, 47, 54, 62, 69]",1638526966.8665876
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[3, 9, 17, 24, 32, 39, 47, 54, 62]",1638526966.8665876
Längenfeldgasse U,12A,Eichenstraße,"[6, 16, 26, 36, 46, 56, 66]",1638526977.258286
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[3, 10, 22, 32, 42, 52, 62]",1638526977.258286
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[6, 13, 22, 29, 37, 44, 52, 59, 67]",1638526977.258286
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[6, 13, 19, 27, 35, 42, 49, 57, 65]",1638526977.258286
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[4, 14, 24, 34, 44, 54, 64]",1638526977.258286
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[8, 15, 26, 37, 47, 57, 67]",1638526977.258286
Längenfeldgasse,U4,HEILIGENSTADT,"[2, 8, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638526977.258286
Längenfeldgasse,U4,HÜTTELDORF,"[2, 8, 11, 16, 21, 26, 31, 36, 41, 46, 51, 56, 61, 66]",1638526977.258286
Längenfeldgasse,U6,FLORIDSDORF,"[9, 13, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66]",1638526977.258286
Längenfeldgasse,U6,SIEBENHIRTEN,"[0, 5, 7, 11, 15, 19, 23, 27, 31, 35, 39, 43, 47, 51, 55, 59, 63, 67]",1638526977.258286
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[1, 10, 16, 25, 32, 39, 47, 54, 62, 69]",1638526977.258286
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[3, 9, 17, 24, 32, 39, 47, 54, 62]",1638526977.258286
Längenfeldgasse U,12A,Eichenstraße,"[6, 16, 25, 35, 45, 55, 65]",1638526987.5811312
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[4, 10, 22, 32, 42, 52, 62]",1638526987.5811312
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[6, 13, 21, 29, 36, 44, 51, 59, 66]",1638526987.5811312
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[5, 12, 19, 27, 34, 42, 49, 57, 64]",1638526987.5811312
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[4, 14, 24, 34, 44, 54, 64]",1638526987.5811312
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[8, 15, 26, 37, 47, 57, 67]",1638526987.5811312
Längenfeldgasse,U4,HEILIGENSTADT,"[2, 8, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638526987.5811312
Längenfeldgasse,U4,HÜTTELDORF,"[2, 8, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638526987.5811312
Längenfeldgasse,U6,FLORIDSDORF,"[9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638526987.5811312
Längenfeldgasse,U6,SIEBENHIRTEN,"[0, 5, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66]",1638526987.5811312
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[1, 10, 16, 25, 31, 39, 46, 53, 61, 68]",1638526987.5811312
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[3, 9, 16, 23, 31, 38, 46, 53, 61]",1638526987.5811312
Längenfeldgasse U,12A,Eichenstraße,"[6, 16, 25, 35, 45, 55, 65]",1638526997.93869
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[3, 10, 21, 32, 42, 52, 62]",1638526997.93869
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[6, 12, 21, 29, 36, 44, 51, 59, 66]",1638526997.93869
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[5, 12, 19, 27, 34, 42, 49, 57, 64]",1638526997.93869
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[4, 14, 24, 34, 44, 54, 64]",1638526997.93869
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[7, 15, 26, 37, 47, 57, 67]",1638526997.93869
Längenfeldgasse,U4,HEILIGENSTADT,"[1, 7, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638526997.93869
Längenfeldgasse,U4,HÜTTELDORF,"[2, 8, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638526997.93869
Längenfeldgasse,U6,FLORIDSDORF,"[9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638526997.93869
Längenfeldgasse,U6,SIEBENHIRTEN,"[0, 5, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66]",1638526997.93869
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[1, 10, 16, 24, 31, 39, 46, 53, 61, 68]",1638526997.93869
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[3, 8, 16, 23, 31, 38, 46, 53, 61]",1638526997.93869
Längenfeldgasse U,12A,Eichenstraße,"[6, 16, 25, 35, 45, 55, 65]",1638527008.3685443
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[3, 10, 21, 32, 42, 52, 62]",1638527008.3685443
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[6, 12, 21, 29, 36, 44, 51, 59, 66]",1638527008.3685443
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[5, 12, 19, 27, 34, 42, 49, 57, 64]",1638527008.3685443
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[4, 14, 24, 34, 44, 54, 64]",1638527008.3685443
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[7, 15, 25, 37, 47, 57, 67]",1638527008.3685443
Längenfeldgasse,U4,HEILIGENSTADT,"[1, 7, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638527008.3685443
Längenfeldgasse,U4,HÜTTELDORF,"[2, 8, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638527008.3685443
Längenfeldgasse,U6,FLORIDSDORF,"[8, 12, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638527008.3685443
Längenfeldgasse,U6,SIEBENHIRTEN,"[4, 8, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66]",1638527008.3685443
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[0, 10, 16, 24, 31, 39, 46, 53, 61, 68]",1638527008.3685443
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[2, 8, 16, 23, 31, 38, 46, 53, 61]",1638527008.3685443
Längenfeldgasse U,12A,Eichenstraße,"[6, 16, 25, 35, 45, 55, 65]",1638527018.7493136
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[3, 9, 22, 31, 41, 51, 61]",1638527018.7493136
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[6, 12, 21, 28, 36, 43, 51, 58, 66]",1638527018.7493136
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[5, 12, 18, 26, 34, 41, 48, 56, 64]",1638527018.7493136
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[3, 13, 23, 33, 43, 53, 63]",1638527018.7493136
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[7, 14, 25, 36, 46, 56, 66]",1638527018.7493136
Längenfeldgasse,U4,HEILIGENSTADT,"[1, 7, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638527018.7493136
Längenfeldgasse,U4,HÜTTELDORF,"[2, 8, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638527018.7493136
Längenfeldgasse,U6,FLORIDSDORF,"[8, 12, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638527018.7493136
Längenfeldgasse,U6,SIEBENHIRTEN,"[4, 8, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66]",1638527018.7493136
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[0, 9, 16, 24, 31, 39, 46, 53, 61, 68]",1638527018.7493136
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[2, 8, 16, 23, 31, 38, 46, 53, 61]",1638527018.7493136
Längenfeldgasse U,12A,Eichenstraße,"[6, 16, 25, 35, 45, 55, 65]",1638527029.1018226
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[2, 9, 22, 31, 41, 51, 61]",1638527029.1018226
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[6, 12, 21, 28, 36, 43, 51, 58, 66]",1638527029.1018226
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[5, 11, 18, 26, 34, 41, 48, 56, 64]",1638527029.1018226
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[4, 13, 23, 33, 43, 53, 63]",1638527029.1018226
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[6, 14, 25, 36, 46, 56, 66]",1638527029.1018226
Längenfeldgasse,U4,HEILIGENSTADT,"[0, 7, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638527029.1018226
Längenfeldgasse,U4,HÜTTELDORF,"[1, 7, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638527029.1018226
Längenfeldgasse,U6,FLORIDSDORF,"[8, 12, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638527029.1018226
Längenfeldgasse,U6,SIEBENHIRTEN,"[4, 8, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66]",1638527029.1018226
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[0, 9, 16, 24, 31, 39, 46, 53, 61, 68]",1638527029.1018226
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[2, 8, 16, 23, 31, 38, 46, 53, 61]",1638527029.1018226
Längenfeldgasse U,12A,Eichenstraße,"[6, 16, 25, 35, 45, 55, 65]",1638527039.4471571
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[2, 9, 21, 31, 41, 51, 61]",1638527039.4471571
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[5, 12, 21, 28, 36, 43, 51, 58, 66]",1638527039.4471571
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[4, 11, 18, 26, 34, 41, 48, 56, 64]",1638527039.4471571
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[3, 13, 23, 33, 43, 53, 63]",1638527039.4471571
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[6, 14, 25, 36, 46, 56, 66]",1638527039.4471571
Längenfeldgasse,U4,HEILIGENSTADT,"[0, 7, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638527039.4471571
Längenfeldgasse,U4,HÜTTELDORF,"[1, 7, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65]",1638527039.4471571
Längenfeldgasse,U6,FLORIDSDORF,"[8, 12, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638527039.4471571
Längenfeldgasse,U6,SIEBENHIRTEN,"[4, 8, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66]",1638527039.4471571
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[0, 9, 16, 24, 31, 39, 46, 53, 61, 68]",1638527039.4471571
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[2, 7, 16, 23, 31, 38, 46, 53, 61]",1638527039.4471571
Längenfeldgasse U,12A,Eichenstraße,"[6, 15, 24, 34, 44, 54, 64]",1638527049.8161566
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[2, 9, 21, 31, 41, 51, 61]",1638527049.8161566
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[5, 12, 20, 28, 35, 43, 50, 58, 65]",1638527049.8161566
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[4, 11, 17, 26, 33, 41, 48, 56, 63]",1638527049.8161566
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[3, 13, 23, 33, 43, 53, 63]",1638527049.8161566
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[6, 14, 25, 36, 46, 56, 66]",1638527049.8161566
Längenfeldgasse,U4,HEILIGENSTADT,"[0, 7, 9, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638527049.8161566
Längenfeldgasse,U4,HÜTTELDORF,"[1, 7, 9, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638527049.8161566
Längenfeldgasse,U6,FLORIDSDORF,"[7, 11, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 68]",1638527049.8161566
Längenfeldgasse,U6,SIEBENHIRTEN,"[4, 8, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638527049.8161566
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[0, 9, 15, 23, 30, 38, 45, 52, 60, 67]",1638527049.8161566
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[1, 7, 15, 22, 30, 37, 45, 52, 60]",1638527049.8161566
Längenfeldgasse U,12A,Eichenstraße,"[6, 15, 24, 34, 44, 54, 64]",1638527060.2192833
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[2, 8, 21, 31, 41, 51, 61]",1638527060.2192833
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[5, 11, 20, 28, 35, 43, 50, 58, 65]",1638527060.2192833
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[4, 11, 17, 26, 33, 41, 48, 56, 63]",1638527060.2192833
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[2, 13, 23, 33, 43, 53, 63]",1638527060.2192833
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[6, 14, 25, 36, 46, 56, 66]",1638527060.2192833
Längenfeldgasse,U4,HEILIGENSTADT,"[0, 7, 9, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638527060.2192833
Längenfeldgasse,U4,HÜTTELDORF,"[1, 7, 9, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638527060.2192833
Längenfeldgasse,U6,FLORIDSDORF,"[7, 11, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 68]",1638527060.2192833
Längenfeldgasse,U6,SIEBENHIRTEN,"[3, 7, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638527060.2192833
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[0, 9, 15, 23, 30, 38, 45, 52, 60, 67]",1638527060.2192833
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[1, 7, 15, 22, 30, 37, 45, 52, 60]",1638527060.2192833
Längenfeldgasse U,12A,Eichenstraße,"[5, 15, 24, 34, 44, 54, 64]",1638527070.5874019
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[1, 8, 21, 31, 41, 51, 61]",1638527070.5874019
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[5, 11, 20, 28, 35, 43, 50, 58, 65]",1638527070.5874019
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[4, 11, 17, 26, 33, 41, 48, 56, 63]",1638527070.5874019
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[2, 13, 23, 33, 43, 53, 63]",1638527070.5874019
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[6, 14, 25, 36, 46, 56, 66]",1638527070.5874019
Längenfeldgasse,U4,HEILIGENSTADT,"[0, 7, 9, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638527070.5874019
Längenfeldgasse,U4,HÜTTELDORF,"[0, 7, 9, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638527070.5874019
Längenfeldgasse,U6,FLORIDSDORF,"[7, 11, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 68]",1638527070.5874019
Längenfeldgasse,U6,SIEBENHIRTEN,"[3, 7, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638527070.5874019
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[0, 9, 15, 23, 30, 38, 45, 52, 60, 67]",1638527070.5874019
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[1, 7, 15, 22, 30, 37, 45, 52, 60]",1638527070.5874019
Längenfeldgasse U,12A,Eichenstraße,"[5, 15, 24, 34, 44, 54, 64]",1638527080.9380229
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[1, 8, 21, 30, 40, 50, 60]",1638527080.9380229
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[4, 11, 20, 27, 35, 42, 50, 57, 65]",1638527080.9380229
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[3, 11, 17, 25, 33, 40, 47, 55, 63]",1638527080.9380229
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[1, 12, 22, 32, 42, 52, 62]",1638527080.9380229
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[5, 13, 25, 35, 45, 55, 65]",1638527080.9380229
Längenfeldgasse,U4,HEILIGENSTADT,"[0, 7, 9, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638527080.9380229
Längenfeldgasse,U4,HÜTTELDORF,"[0, 7, 9, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638527080.9380229
Längenfeldgasse,U6,FLORIDSDORF,"[7, 11, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 68]",1638527080.9380229
Längenfeldgasse,U6,SIEBENHIRTEN,"[3, 7, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638527080.9380229
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[0, 9, 15, 23, 30, 38, 45, 52, 60, 67]",1638527080.9380229
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[1, 7, 15, 22, 30, 37, 45, 52, 60]",1638527080.9380229
Längenfeldgasse U,12A,Eichenstraße,"[5, 15, 24, 34, 44, 54, 64]",1638527091.2933006
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[1, 8, 21, 30, 40, 50, 60]",1638527091.2933006
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[4, 11, 20, 27, 35, 42, 50, 57, 65]",1638527091.2933006
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[3, 10, 16, 25, 33, 40, 47, 55, 63]",1638527091.2933006
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[2, 12, 22, 32, 42, 52, 62]",1638527091.2933006
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[6, 14, 25, 35, 45, 55, 65]",1638527091.2933006
Längenfeldgasse,U4,HEILIGENSTADT,"[5, 10, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638527091.2933006
Längenfeldgasse,U4,HÜTTELDORF,"[0, 7, 9, 14, 19, 24, 29, 34, 39, 44, 49, 54, 59, 64, 69]",1638527091.2933006
Längenfeldgasse,U6,FLORIDSDORF,"[7, 11, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48, 52, 56, 60, 64, 68]",1638527091.2933006
Längenfeldgasse,U6,SIEBENHIRTEN,"[3, 7, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69]",1638527091.2933006
"Flurschützstraße, Längenfeldgasse",WLB,Wien Oper,"[8, 15, 23, 30, 38, 45, 52, 60, 67]",1638527091.2933006
"Flurschützstraße, Längenfeldgasse",WLB,Baden Josefspl.,"[1, 6, 15, 22, 30, 37, 45, 52, 60]",1638527091.2933006
Längenfeldgasse U,12A,Eichenstraße,"[5, 15, 23, 33, 43, 53, 63]",1638527101.7114022
Längenfeldgasse U,12A,"Schmelz, Gablenzgasse","[0, 8, 20, 30, 40, 50, 60]",1638527101.7114022
"Flurschützstraße, Längenfeldgasse",62,"Lainz, Wolkersbergenstraße","[4, 11, 19, 27, 34, 42, 49, 57, 64]",1638527101.7114022
"Flurschützstraße, Längenfeldgasse",62,"Oper, Karlsplatz U","[3, 10, 16, 25, 32, 40, 47, 55, 62]",1638527101.7114022
Flurschützstraße / Längenfeldgasse,63A,Am Rosenhügel,"[1, 12, 22, 32, 42, 52, 62]",1638527101.7114022
Flurschützstraße / Längenfeldgasse,63A,Gesundheitszentrum Süd,"[6, 14, 25, 35, 45, 55, 65]",1638527101.7114022
